Version       :    2.1
Spektrum-Type :    Auger
Technique     :    AES
SourceLabel   :    egun
SourceEnergy  :    0.000000
Mode          :    Pulse
Channels      :    2
Samples       :    13
Startenergy[V]:    199.969482
Stopenergy [V]:    599.984741
Stepwidth     :    0.495918
ResolutionMode:    dE/E=const.
Resolution [%]:    0.100000
Data Points   :    807
Scan-Number   :    1
Dwell Time    :    100
Retrace Time  :    3000
DescriptionLen:    0
Date and time :    Mon Feb 08 13:49:52 2010
Lophe9c uteeT5xo gevu8Iey ohYai4ei Ais8eiro ooVah9ji chu5Mief tiThoc3i
reserved
reserved
reserved
reserved
 Basis[mV]  Channel_1  Channel_2
    199969     152061          0
    200465     151757         26
    200962     151487         26
    201458     151711         26
    201954     151992         26
    202450     150568         26
    202947     151030         26
    203443     150185         26
    203939     149351         26
    204436     149750         26
    204932     149866         26
    205428     149380         26
    205925     149661         26
    206421     148733         26
    206917     148328         26
    207413     147745         26
    207910     148234         26
    208406     147573         26
    208902     147343         26
    209399     147641         26
    209895     146057         26
    210391     146578         26
    210888     146143         26
    211384     145903         26
    211880     145549         26
    212376     145524         26
    212873     145285         26
    213369     145042         26
    213865     144528         26
    214362     144201         26
    214858     144660         26
    215354     144606         26
    215850     143877         26
    216347     143878         26
    216843     142952         26
    217339     142708         26
    217836     142484         26
    218332     143004         26
    218828     142208         26
    219325     141604         26
    219821     141735         26
    220317     141469         26
    220813     140976         26
    221310     141273         26
    221806     140563         26
    222302     140225         26
    222799     140123         26
    223295     140002         26
    223791     139966         26
    224288     139089         24
    224784     139354         26
    225280     138880         26
    225776     138560         26
    226273     139090         26
    226769     138277         26
    227265     138238         26
    227762     137858         26
    228258     138151         26
    228754     137678         25
    229250     137688         25
    229747     137010         24
    230243     137246         25
    230739     137527         21
    231236     136508         26
    231732     136868         25
    232228     137335         25
    232725     136827         26
    233221     136890         24
    233717     136719         22
    234213     136552         20
    234710     136101         25
    235206     136641         20
    235702     136440         24
    236199     135376         22
    236695     136650         24
    237191     135797         24
    237688     135648         18
    238184     135515         19
    238680     135452         20
    239176     134778         21
    239673     134818         18
    240169     134551         15
    240665     135291         19
    241162     134916         14
    241658     133950         15
    242154     134492         14
    242651     134577         14
    243147     133284         13
    243643     133662         13
    244139     133748         13
    244636     133668         13
    245132     133903         13
    245628     132260         13
    246125     133157         13
    246621     132893         13
    247117     133114         13
    247613     133228         13
    248110     132458         13
    248606     133254         13
    249102     133100         13
    249599     133166         13
    250095     132973         13
    250591     132456         13
    251088     132982         13
    251584     132909         13
    252080     134107         13
    252576     132729          0
    253073     133348          0
    253569     133087          0
    254065     132900          0
    254562     133464          0
    255058     133269          0
    255554     132425          0
    256051     133125          0
    256547     133080          0
    257043     132149          0
    257539     131910          0
    258036     132132          0
    258532     131718          0
    259028     131151          0
    259525     130861          0
    260021     130514          0
    260517     130152          0
    261013     129585          0
    261510     129034          0
    262006     128513          0
    262502     128903          0
    262999     127260          0
    263495     126478          0
    263991     126261          0
    264488     125719          0
    264984     125280          0
    265480     124692          0
    265976     124542          0
    266473     123726          0
    266969     123286          0
    267465     122664          0
    267962     121430          0
    268458     120901          0
    268954     120884          0
    269451     120729          0
    269947     120387          0
    270443     120753          0
    270939     120184          0
    271436     119125          0
    271932     119267          0
    272428     118685          0
    272925     118965          0
    273421     118432          0
    273917     117559          0
    274414     117979          0
    274910     117120          0
    275406     116754          0
    275902     116456          0
    276399     117134          0
    276895     116835          0
    277391     115992          0
    277888     115747          0
    278384     116769          0
    278880     115326          0
    279376     115285          0
    279873     115802          0
    280369     114809          0
    280865     115702          0
    281362     115465          0
    281858     114102          0
    282354     114340          0
    282851     114542          0
    283347     114319          0
    283843     114055          0
    284339     113907          0
    284836     113728          0
    285332     113949          0
    285828     114245          0
    286325     113482          0
    286821     113626          0
    287317     114144          0
    287814     112888          0
    288310     112979          0
    288806     112613          0
    289302     113085          0
    289799     112782          0
    290295     111340          0
    290791     112403          0
    291288     112469          0
    291784     112220          0
    292280     112260          0
    292776     111955          0
    293273     111028          0
    293769     111825          0
    294265     111428          0
    294762     110920          0
    295258     111783          0
    295754     111670          0
    296251     111374          0
    296747     110108          0
    297243     111121          0
    297739     110391          0
    298236     110630          0
    298732     110367          0
    299228     109751          0
    299725     109853          0
    300221     109870          0
    300717     109859          0
    301214     109411          0
    301710     109226          0
    302206     109510          0
    302702     108788          0
    303199     109364          0
    303695     108903          0
    304191     108585          0
    304688     109166          0
    305184     108463          0
    305680     108652          0
    306177     108300          0
    306673     108752          0
    307169     108260          0
    307665     108252          0
    308162     108129          0
    308658     107296          0
    309154     107167          0
    309651     107278          0
    310147     107428          0
    310643     106514          0
    311139     107131          0
    311636     107026          0
    312132     106609          0
    312628     105948          0
    313125     106388          0
    313621     106061          0
    314117     106418          0
    314614     105998          0
    315110     105580          0
    315606     106316          0
    316102     105882          0
    316599     106220          0
    317095     105295          0
    317591     105258          0
    318088     105071          0
    318584     105077          0
    319080     105273          0
    319577     104884          0
    320073     104129          0
    320569     104233          0
    321065     104378          0
    321562     103917          0
    322058     104157          0
    322554     103361          0
    323051     103460          0
    323547     103622          0
    324043     103144          0
    324539     102995          0
    325036     103362          0
    325532     103363          0
    326028     102083          0
    326525     102575          0
    327021     102840          0
    327517     103067          0
    328014     101725          0
    328510     102334          0
    329006     102462          0
    329502     102573          0
    329999     102052          0
    330495     102174          0
    330991     102583          0
    331488     101521          0
    331984     101790          0
    332480     102125          0
    332977     100403          0
    333473     101267          0
    333969     101180          0
    334465     101278          0
    334962     101209          0
    335458     101279          0
    335954     101074          0
    336451     100976          0
    336947     101229          0
    337443     100580          0
    337940     100626          0
    338436     101004          0
    338932     101053          0
    339428     101095          0
    339925     100647          0
    340421     100079          0
    340917     100788          0
    341414      99819          0
    341910      99672          0
    342406      99649          0
    342902     100235          0
    343399      99784          0
    343895     100027          0
    344391      98833          0
    344888      99723          0
    345384      99215          0
    345880      99415          0
    346377      98928          0
    346873      99033          0
    347369      99199          0
    347865      99145          0
    348362      98580          0
    348858      98432          0
    349354      99378          0
    349851      98330          0
    350347      98018          0
    350843      98517          0
    351340      98253          0
    351836      98888          0
    352332      98178          0
    352828      98102          0
    353325      98559          0
    353821      97984          0
    354317      97622          0
    354814      97687          0
    355310      97774          0
    355806      97470          0
    356302      98069          0
    356799      97095          0
    357295      97305          0
    357791      97309          0
    358288      97557          0
    358784      97975          0
    359280      97161          0
    359777      97075          0
    360273      97318          0
    360769      97015          0
    361265      97010          0
    361762      96763          0
    362258      96954          0
    362754      96790          0
    363251      96645          0
    363747      96312          0
    364243      96481          0
    364740      95962          0
    365236      96907          0
    365732      97193          0
    366228      96000          0
    366725      95910          0
    367221      96962          0
    367717      95829          0
    368214      95601          0
    368710      95965          0
    369206      95789          0
    369703      96076          0
    370199      95671          0
    370695      95879          0
    371191      95288          0
    371688      95747          0
    372184      95059          0
    372680      95233          0
    373177      95305          0
    373673      95159          0
    374169      95053          0
    374665      95475          0
    375162      95517          0
    375658      95372          0
    376154      95027          0
    376651      94776          0
    377147      95196          0
    377643      94247          0
    378140      94317          0
    378636      94394          0
    379132      94609          0
    379628      94907          0
    380125      94692          0
    380621      94131          0
    381117      94157          0
    381614      94239          0
    382110      94560          0
    382606      94707          0
    383103      93277          0
    383599      93503          0
    384095      93540          0
    384591      93923          0
    385088      93655          0
    385584      94042          0
    386080      93575          0
    386577      93636          0
    387073      93759          0
    387569      93198          0
    388065      93319          0
    388562      92490          0
    389058      92979          0
    389554      93513          0
    390051      93153          0
    390547      92935          0
    391043      93091          0
    391540      92433          0
    392036      93262          0
    392532      93034          0
    393028      93224          0
    393525      92435          0
    394021      92440          0
    394517      92672          0
    395014      92583          0
    395510      92061          0
    396006      92577          0
    396503      92271          0
    396999      92696          0
    397495      92459          0
    397991      92287          0
    398488      91666          0
    398984      92484          0
    399480      92236          0
    399977      92340          0
    400473      91838          0
    400969      91826          0
    401466      91265          0
    401962      91527          0
    402458      91809          0
    402954      91725          0
    403451      92050          0
    403947      91049          0
    404443      91397          0
    404940      91657          0
    405436      91539          0
    405932      91823          0
    406428      91140          0
    406925      90320          0
    407421      91331          0
    407917      91107          0
    408414      91475          0
    408910      90608          0
    409406      90840          0
    409903      91424          0
    410399      90783          0
    410895      91010          0
    411391      91011          0
    411888      91233          0
    412384      90666          0
    412880      91024          0
    413377      90936          0
    413873      90473          0
    414369      91155          0
    414866      90669          0
    415362      90663          0
    415858      90315          0
    416354      91202          0
    416851      90693          0
    417347      90714          0
    417843      90365          0
    418340      90190          0
    418836      90133          0
    419332      90292          0
    419828      90345          0
    420325      90087          0
    420821      89912          0
    421317      89614          0
    421814      89961          0
    422310      90339          0
    422806      89403          0
    423303      89523          0
    423799      90186          0
    424295      90195          0
    424791      89882          0
    425288      89557          0
    425784      89159          0
    426280      89451          0
    426777      89395          0
    427273      89977          0
    427769      89241          0
    428266      89066          0
    428762      89404          0
    429258      88383          0
    429754      89229          0
    430251      89957          0
    430747      89403          0
    431243      88856          0
    431740      89059          0
    432236      88846          0
    432732      88653          0
    433229      89445          0
    433725      88996          0
    434221      88613          0
    434717      89245          0
    435214      88637          0
    435710      88662          0
    436206      88905          0
    436703      88713          0
    437199      89211          0
    437695      89130          0
    438191      88943          0
    438688      88480          0
    439184      89136          0
    439680      88804          0
    440177      88631          0
    440673      88766          0
    441169      89161          0
    441666      88351          0
    442162      88762          0
    442658      88591          0
    443154      88249          0
    443651      88658          0
    444147      88445          0
    444643      88896          0
    445140      87952          0
    445636      87816          0
    446132      88388          0
    446629      88784          0
    447125      88403          0
    447621      88115          0
    448117      87813          0
    448614      87877          0
    449110      88121          0
    449606      88517          0
    450103      88091          0
    450599      88260          0
    451095      87502          0
    451591      88014          0
    452088      87756          0
    452584      87331          0
    453080      87546          0
    453577      87959          0
    454073      87706          0
    454569      87190          0
    455066      87363          0
    455562      88052          0
    456058      88004          0
    456554      87425          0
    457051      87182          0
    457547      87294          0
    458043      87374          0
    458540      87435          0
    459036      87733          0
    459532      87734          0
    460029      87513          0
    460525      87547          0
    461021      87202          0
    461517      87487          0
    462014      87944          0
    462510      87201          0
    463006      87513          0
    463503      87494          0
    463999      87440          0
    464495      87148          0
    464991      87143          0
    465488      87273          0
    465984      86933          0
    466480      86715          0
    466977      87571          0
    467473      87225          0
    467969      87210          0
    468466      87666          0
    468962      87903          0
    469458      87508          0
    469954      86811          0
    470451      86733          0
    470947      87528          0
    471443      86930          0
    471940      86734          0
    472436      86945          0
    472932      87500          0
    473429      87201          0
    473925      86697          0
    474421      86706          0
    474917      87463          0
    475414      86845          0
    475910      86785          0
    476406      86941          0
    476903      86650          0
    477399      86814          0
    477895      86423          0
    478392      86804          0
    478888      86471          0
    479384      86545          0
    479880      86910          0
    480377      87250          0
    480873      86549          0
    481369      87020          0
    481866      87006          0
    482362      86788          0
    482858      87684          0
    483354      87305          0
    483851      87458          0
    484347      87593          0
    484843      87377          0
    485340      87145          0
    485836      87362          0
    486332      87369          0
    486829      87132          0
    487325      86707          0
    487821      87314          0
    488317      86684          0
    488814      86390          0
    489310      86645          0
    489806      86457          0
    490303      86448          0
    490799      86812          0
    491295      86273          0
    491792      86246          0
    492288      86680          0
    492784      86511          0
    493280      86150          0
    493777      85978          0
    494273      86030          0
    494769      85580          0
    495266      86080          0
    495762      86209          0
    496258      85939          0
    496754      86416          0
    497251      86438          0
    497747      86384          0
    498243      85740          0
    498740      86891          0
    499236      86014          0
    499732      85481          0
    500229      85737          0
    500725      85944          0
    501221      87507          0
    501717      87262          0
    502214      87153          0
    502710      86847          0
    503206      87536          0
    503703      86988          0
    504199      87762          0
    504695      88409          0
    505192      88765          0
    505688      89233          0
    506184      89099          0
    506680      89161          0
    507177      88981          0
    507673      88099          0
    508169      87644          0
    508666      87479          0
    509162      87053          0
    509658      86691          0
    510155      86274          0
    510651      86194          0
    511147      85537          0
    511643      85480          0
    512140      85461          0
    512636      84694          0
    513132      85026          0
    513629      84483          0
    514125      84461          0
    514621      84416          0
    515117      84305          0
    515614      83956          0
    516110      83897          0
    516606      83859          0
    517103      83796          0
    517599      82805          0
    518095      83009          0
    518592      83090          0
    519088      83202          0
    519584      82620          0
    520080      82455          0
    520577      82165          0
    521073      82848          0
    521569      82541          0
    522066      82708          0
    522562      82599          0
    523058      82463          0
    523555      81979          0
    524051      82709          0
    524547      81312          0
    525043      82189          0
    525540      81745          0
    526036      81591          0
    526532      82072          0
    527029      81543          0
    527525      82358          0
    528021      82087          0
    528517      81793          0
    529014      81806          0
    529510      82040          0
    530006      82014          0
